-61.24663,-63.27252,0.060919
-61.62999,-63.93346,0.6642949
-61.43623,-64.09734,1.0467243
-59.79854,-63.51209,1.5845829
-60.43664,-63.95752,1.6230099
-59.76542,-63.54089,2.1378762
-59.15185,-63.07529,2.42048
-58.59248,-62.56449,2.9965496
-58.37571,-61.76434,3.163903
-62.40431,-58.37815,7.4548807
-62.25296,-58.50605,7.7437257
-62.41307,-58.37248,8.5114545
-63.24556,-58.65425,8.6318063
-63.67486,-60.26024,10.104157
-63.86997,-61.07936,10.618112
-62.99442,-61.81851,11.652536
-63.26843,-62.57054,11.718815
-62.8792,-62.89976,12.495793
-61.0276,-63.4792,13.841087
-59.96477,-63.39349,14.831255
-58.8477,-62.36973,15.353885
-59.22174,-63.03804,15.669649
-58.91393,-62.3152,16.121313
-58.43124,-61.7393,16.328716
-62.00714,-58.73459,20.84501
-62.8076,-59.04417,21.549051
-63.48209,-59.45999,22.349185
-63.7502,-60.21727,22.691661
-64.13948,-60.87395,23.912464
-63.32045,-61.5652,24.720705
-63.21418,-61.65533,25.093328
-62.77182,-63.01305,26.48804
-61.36471,-63.2173,27.30573
-61.99878,-63.66618,27.531744
-60.98968,-63.53475,28.154634
-60.5352,-62.93515,28.306112
-60.21836,-63.20342,29.050478
-59.47524,-62.8487,30.184783
-59.09084,-62.19034,30.526136
-58.91879,-61.35376,31.277805
-62.13964,-58.64844,35.881683
-62.41012,-58.42253,36.960659
-62.77949,-59.094,37.040321
-63.27992,-59.65512,37.133789
-63.80925,-60.19315,37.969665
-63.93486,-61.07122,38.786624
-64.19564,-61.83494,39.312259
-63.48839,-62.43239,40.266441
-62.32993,-63.41018,41.241092
-61.92519,-63.75243,41.927032
-61.575,-64.04909,42.836498
-60.91225,-63.62493,42.873157
-60.32332,-63.13863,42.953353
-59.84716,-63.54215,44.240303
-59.4712,-62.87661,44.470008
-58.9205,-62.35839,44.744216
-59.31035,-61.05022,46.500316
-62.12598,-58.68477,50.113521
-62.77506,-59.12184,50.902027
-62.24782,-58.5837,50.990932
-63.37694,-59.5979,51.27034
-63.68927,-60.31844,51.97845
-64.14435,-60.91796,52.24662
-64.1655,-60.90072,52.571281
-64.22888,-61.83085,53.212051
-62.92492,-62.93137,54.319839
-63.34662,-63.55895,54.521099
-62.66828,-64.13208,55.39746
-61.25625,-63.35703,55.556606
-61.85334,-63.83674,55.69532
-60.89193,-63.66579,56.536838
-59.99791,-63.43772,57.206119
-59.4914,-62.88267,57.652435
-59.16221,-62.17903,58.563503
-58.90872,-61.41148,59.391136
-59.60006,-60.83088,60.454372
-61.87923,-58.91737,63.965572
-62.60377,-59.29064,64.63742
-63.05495,-59.89411,65.297683
-62.92734,-60.0023,65.69313
-63.47931,-62.48674,67.027305
-63.90365,-62.13029,67.603492
-62.86859,-62.02028,67.819076
-62.94848,-62.93667,68.540504
-62.34927,-62.45942,68.72229
-61.91086,-62.82936,69.034759
-62.40393,-63.39709,69.437667
-61.33443,-63.3167,69.941528
-60.16506,-63.32303,71.881858
-59.63441,-62.78832,72.254768
-59.21909,-62.15693,72.908981
-59.23574,-62.14348,73.226409
-58.96996,-61.38616,73.918479
-61.696,-59.09822,78.418602
-61.99133,-58.85062,79.015785
-62.50821,-59.39795,79.260284
-62.49571,-59.40898,79.539482
-63.05812,-59.91846,80.051422
-62.97596,-59.98929,80.93943
-62.88455,-60.06662,81.118568
-63.75366,-61.29905,81.163223
-63.23102,-60.75744,81.360946
-62.92496,-61.99975,82.610809
-63.37299,-62.60506,82.864959
-63.12132,-62.81808,83.411224
-62.05687,-62.73355,83.983703
-62.33603,-63.48138,84.351554
-61.4523,-63.24476,84.992507
-60.35546,-63.1889,86.288147
-59.76472,-62.70533,86.889167
-59.32022,-62.09941,87.946357
-58.92217,-61.45406,88.847068
-61.77188,-59.06363,93.971191
-62.39131,-59.52528,94.604744
-62.93821,-60.04865,95.579597
-63.07757,-60.91552,96.717773
-63.31751,-61.69697,97.489448
-62.56503,-62.33266,98.519584
-62.84223,-63.08139,98.553894
-62.73374,-63.1735,98.939376
-61.44264,-63.28066,99.879425
-60.44529,-63.14086,101.09211
-59.48492,-62.96993,102.29985
-58.63926,-61.72087,103.92625
-61.21658,-59.55775,107.73128
-61.96267,-59.91275,108.35079
-62.23138,-60.6697,109.00694
-62.7694,-61.19974,109.57394
-62.95067,-62.03025,110.1819
-62.42426,-62.47399,110.43714
-62.68461,-63.23724,110.67934
-62.47431,-63.41535,111.18952
-61.30455,-64.4018,111.81094
-62.08811,-64.72395,111.8319
-60.77583,-64.8481,112.30177
-60.26197,-64.2993,112.56982
-59.59408,-64.86333,113.31453
-58.98575,-64.3941,113.59651
-58.36685,-63.9336,113.78177
-58.37004,-63.93186,114.28045
-57.92399,-63.32589,114.54682
-57.64899,-62.57659,115.20459
-61.34502,-59.47196,119.0745
-62.05345,-59.8584,119.57263
-62.5358,-60.43497,119.97973
-62.65018,-61.32196,120.70806
-62.97361,-62.03216,121.03611
-63.06824,-62.93533,121.55948
-61.83103,-63.97913,122.57285
-61.14726,-64.55638,123.29206
-59.74815,-64.75453,124.25637
-59.15223,-64.2747,124.445
-58.52737,-63.81996,125.00691
-58.12852,-63.17444,125.33808
-57.75232,-62.51051,126.00955
-61.48431,-59.3759,129.6298
-62.21306,-59.74607,130.53016
-62.75793,-60.26962,130.75929
-62.99034,-61.05693,131.37426
-63.3133,-61.76732,131.63308
-62.82455,-63.16269,132.75349
-61.38434,-64.37773,134.01901
-60.96176,-64.7345,134.50036
-60.15234,-64.43479,134.84184
-59.20878,-64.24886,135.60694
-58.67795,-63.71463,135.98967
-58.20677,-63.13043,136.49125
-57.98848,-62.33342,137.05308
-61.37211,-59.49287,140.67289
-61.98316,-59.96096,141.00665
-62.51297,-60.49794,141.60615
-62.90925,-61.14703,142.08827
-63.07396,-61.99158,142.86128
-60.54025,-65.11129,145.55679
-59.86592,-64.6982,146.07409
-59.12743,-64.33895,146.51277
